"Recurso","Acceso","Texto Completo","Tipo de Recurso","Clasificación/Más información"
"Korea Journal","Cerrado","Completo","Revistas","Clasificación: 951.905 / K84 Más información"
"Korea newsreview","Cerrado","No Aplica","Revistas","951.9005/K84 Más información"
"Korea.net","Abierto","Parcial","Guías","Más información"
"Korean history:  a bibliography","Abierto","Parcial","Libros Electrónicos","Más información"
"Korean in Figures","Abierto","Parcial","Revistas","315.195/K842 Más información"
"Korean journal","Abierto","Completo","Revistas","951.905/K84 Más información"
"Korean social science journal","Abierto","No Aplica","Revistas","338.951905/K843 Más información"
"Korean studies","Cerrado","Completo","Revistas","Más información"
"Korean Studies: Duke University","Abierto","Parcial","Guías","Más información"
"Koreana : a quarterly on Korean culture","Abierto","Completo","Revistas","709.519/K84 Más información"
"Latindex  Sistema Regional de Información en Línea para Revistas Científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Le Monde","Abierto","Parcial","Periódicos","Más información"
"Library of Congress","Abierto","Parcial","Audio  , Bibliografía  , Biblioteca Digital  , D...","Más información"
"Librunam","Abierto","Referencia","Catálogos de Bibliotecas","Más información"
"LibWeb: library servers via WWW","Abierto","No Aplica","Bibliotecas","Más información"
"Libya","Abierto","Completo","Fotografías  , Imágenes  , Información Geográ...","Más información"
"Malaysia","Abierto","Completo","Información Geográfica  , Imágenes  , Fotograf...","Más información"
"Map and Imagery Collections","Cerrado","Parcial","Mapas  , Imágenes","Más información"
"Mediateca Digital COLMEX","Abierto","No Aplica","Videos  , Audio","Más información"
"Mediatico.com","Abierto","Parcial","Periódicos","Más información"
"MEMRI: The Middle East Media Research Institute","Abierto","No Aplica","Videos  , Organizaciones de Profesionales","Más información"
"Metabase  Bibliografía en red","Abierto","Referencia","Revistas","RE/016.9728 Más información"
"Microsoft Academic Search","Abierto","Parcial","Revistas  , Falta determinar  , Artículos de Rev...","Más información"
"Middle East Academic Forum","Abierto","Parcial","Documentos de Trabajo","Más información"
"Middle East and Islamic Studies","Abierto","Parcial","Guías","Más información"
"Middle East Conflict Reference Library. 2006","Cerrado","Completo","Libros Electrónicos","956 Más información"
"Middle East International Affairs","Abierto","Parcial","Guías","Más información"
"Middle East Online","Abierto","Falta determinar","Periódicos","Más información"
"Middle East Photograpnh Archive","Abierto","Completo","Fotografías  , Imágenes","Más información"
"Middle East Studies Association","Abierto","No Aplica","Directorios","Más información"
"Mideast Wire.com","Cerrado","Completo","Periódicos","Más información"
"Milenio","Abierto","Parcial","Periódicos","Más información"
"MIT OpenCourseWare","Abierto","No Aplica","Falta determinar","Más información"
"Modern China","Cerrado","Completo","Revistas","951.05/M689 Más información"
"Monumenta Nipponica","Cerrado","Referencia","Revistas","915.2/M815 Más información"
"Nan nu: women and gender in early and imperial china","Cerrado","Completo","Revistas","Más información"
"National Library of Korea Reference Room","Abierto","Parcial","Libros Electrónicos","Más información"
"New  Mandala","Abierto","Completo","Guías","Más información"
"New York Times, The","Abierto","Parcial","Periódicos","Más información"
"Nihonshi kenkyu: Journal of Japanese history","Abierto","No Aplica","Revistas","J/952.05/J86 Más información"
"Nineteenth Century Collections Online","Cerrado","Completo","Periódicos  , Imágenes  , Fotografías  , Artí...","Más información"
"Nineteenth Century Collections Online: Asia and the West: Diplomacy and Cultural Exchange","Cerrado","Completo","Imágenes  , Fotografías  , Artículos de Revist...","Más información"
"Nineteenth Century Collections Online: Europe and Africa: Commerce, Christianity, Civilization, and Conquest","Cerrado","Completo","Artículos de Revistas  , Fotografías  , Imágen...","Más información"
"NYPL Digital Gallery","Cerrado","Parcial","Videos  , Imágenes  , Fotografías","Más información"
"OAIster","Cerrado","Completo","Biblioteca Digital","Más información"
"OAPEN","Abierto","Completo","Libros Electrónicos  , Biblioteca Digital","Más información"
"OASIS.Br","Abierto","Parcial","Revistas  , Artículos de Revistas","RE/016.05 Más información"
"Occasional Papers on Korea","Cerrado","Completo","Revistas","Más información"
"OCLC FirstSearch","Cerrado","Parcial","Revistas","Más información"
"Oxford Bibliographies","Cerrado","Referencia","Bibliografía","RE/025.063016  Más información"
"Oxford economics","Cerrado","Completo","Reportes Técnicos  , Estadísticas","Más información"
"Oxford Handbooks Online","Cerrado","Parcial","Libros Electrónicos","Más información"
"Oxford Journals","Cerrado","Completo","Revistas","Más información"
"Persée","Abierto","Completo","Documentos de Trabajo  , Artículos de Revistas","Más información"
"Population of Japan","Abierto","Parcial","Información Geográfica  , Estadísticas","Más información"
"Publicaciones del Gobirno de Estados Unidos","Cerrado","Referencia","Publicaciones Oficiales  , Bibliografía","Más información"
"Red de bibliotecas virtuales de ciencias sociales de América Latina y el Caribe (CLACSO)","Abierto","Completo","Biblioteca Digital","Más información"
"Redalyc  Red de revistas científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Reforma","Abierto","Parcial","Periódicos","Más información"
"Renditions","Abierto","No Aplica","Revistas","895.1/R397 Más información"
"Research Centre (IDRC)","Cerrado","Falta determinar","Financiamiento & Becas","Más información"
"Research Guide for Korean Studies","Abierto","Parcial","Guías","Más información"
"Research online","Abierto","Completo","Recursos Archivísticos  , Imágenes  , Documento...","Más información"
"Review of African Political Economy","Cerrado","Parcial","Revistas","330.9605/R454 Más información"
"Revistas de El Colegio de México","Cerrado","Completo","Revistas","Más información"
"Road To East Asia","Abierto","Completo","Revistas","Más información"
"SAGE Journals","Cerrado","Completo","Revistas","Más información"
"Sage Research Methods Online (SRMO)","Cerrado","Parcial","Documentos de Trabajo  , Artículos de Revistas","Más información"
"SAHO: South African History Online","Abierto","Completo","Artículos de Revistas  , Biografías  , Fotograf...","Más información"
"SAIIA: South African Institute of International Affairs","Abierto","Parcial","Financiamiento & Becas  , Organizaciones de Profe...","Más información"
"SciELO  Scientific electronic library online","Cerrado","Parcial","Revistas","Más información"
"ScienceDirect","Cerrado","Parcial","Revistas","Más información"
"Scopus","Cerrado","Referencia","Bibliografía","Más información"
"SEALG: Southeast Asia Library Group","Abierto","Parcial","Directorios","Más información"
"SEAsite","Abierto","Parcial","Guías  , Centro de Investigación","Más información"
"Seoul journal of Korean studies","Abierto","Referencia","Revistas","Más información"
"SERIUNAM","Abierto","Referencia","Revistas","Más información"
"SIGI: Social Institutions and  Gender Index","Abierto","Completo","Información Geográfica  , Estadísticas","Más información"
"Social change : journal of the Council of Social Development","Cerrado","Completo","Revistas","301.24/S678 Más información"
"Social Sciences Full Text (H.W. Wilson)","Cerrado","Parcial","Revistas","Más información"
"Social Scientist","Cerrado","No Aplica","Revistas","305/S678 Más información"
"Social services abstracts","Cerrado","Parcial","Revistas","RE/016.361 Más información"
"SourceOECD","Abierto","Parcial","Revistas  , Libros Electrónicos","Más información"
"South African Government","Abierto","Parcial","Imágenes  , Publicaciones Oficiales  , Videos","Más información"
"South African Libraries and Archives","Abierto","Referencia","Bibliotecas","Más información"
"South East Asia Research","Cerrado","Parcial","Revistas","959.005/S726 Más información"
"Southeast Asian Affairs","Cerrado","Parcial","Revistas","959/S727 Más información"
"Springer eBooks (Recurso contratado por CONRICyT)","Cerrado","Completo","Libros Electrónicos","Más información"
"Springer Link","Cerrado","Completo","Libros Electrónicos  , Revistas","Más información"
"Tablas de contenido y revistas en texto completo","Cerrado","Parcial","Revistas","Más información"
"Tesauro del UNBIS","Abierto","Completo","Corpus","Más información"
"Tesis COLMEX","Abierto","Completo","Biblioteca Digital","Más información"
"The Association of Asian Studies","Abierto","Referencia","Financiamiento & Becas  , Directorios  , Organiza...","Más información"
"The Baghavad Ghita","Abierto","Completo","Libros Electrónicos","Más información"
"The Centre of South Asian Studies","Abierto","Referencia","Recursos Bibliotecológicos  , Centro de Investig...","Más información"
"The Code of Hammurabi","Abierto","Completo","Libros Electrónicos","Más información"
"The Islamic State of Afghanistan","Abierto","Parcial","Publicaciones Oficiales  , Imágenes  , Guías  ,...","Más información"
"The Japan Times Art","Abierto","Completo","Fotografías  , Imágenes","Más información"
"The National Library of Korea","Cerrado","Referencia","Catálogos de Bibliotecas","Más información"
"The Review of Korean Studies","Cerrado","Parcial","Revistas","951.905/R454 Más información"
"The Trustees of Princeton University. Basic Reference Works for Korean Studies","Abierto","Parcial","Libros Electrónicos","Más información"
"Toung Pao","Cerrado","Completo","Revistas","915.05/T725 Más información"
"Ukiyo-e Geijutsu","Abierto","Completo","Imágenes","Más información"
"UNdata","Abierto","Completo","Información Geográfica  , Estadísticas","Más información"
"Universal library","Abierto","Completo","Biblioteca Digital","Más información"
"Universities in Korea","Abierto","No Aplica","Guías  , Directorios","Más información"
"University of Hawaii. Libraries. Basic Reference Tools on Korea","Abierto","Referencia","Libros Electrónicos","Más información"
"Washington Post, The","Abierto","Parcial","Periódicos","Más información"
"Web of science","Cerrado","Referencia","Revistas  , Reseñas","Más información"
"Wiley InterScience","Cerrado","Completo","Revistas  , Reseñas","Más información"
"Wiley Online Library","Cerrado","Completo","Reseñas","Más información"
"Window on Korea","Abierto","No Aplica","Recursos Bibliotecológicos","Más información"
"Women and books in Japan from the 17th to the 19th centuries","Abierto","Completo","Imágenes","Más información"
"Women in Africa history","Abierto","Completo","Biografías  , Fotografías","Más información"
"Women's Worlds in Qajar Iran","Abierto","Completo","Fotografías  , Imágenes  , Recursos Archivísti...","Más información"
"Worldcat","Cerrado","Parcial","Catálogos de Bibliotecas","Más información"
