"Recurso","Acceso","Texto Completo","Tipo de Recurso","Clasificación/Más información"
"Latinobarómetro 1995-2013","Abierto","Completo","Estadísticas","Más información"
"Le Monde","Abierto","Parcial","Periódicos","Más información"
"Legal Leaks","Abierto","Parcial","Fotografías  , Fuentes Primarias","Más información"
"Library of Congress","Abierto","Parcial","Audio  , Bibliografía  , Biblioteca Digital  , D...","Más información"
"Libros. Centro Boliviano de Estudios Multidisciplinarios","Abierto","Parcial","Biblioteca Digital","Más información"
"Librunam","Abierto","Referencia","Catálogos de Bibliotecas","Más información"
"LibWeb: library servers via WWW","Abierto","No Aplica","Bibliotecas","Más información"
"Making of the Modern World","Cerrado","Completo","Recursos Archivísticos  , Periódicos  , Libros ...","Más información"
"Map and Imagery Collections","Cerrado","Parcial","Mapas  , Imágenes","Más información"
"Martínez Lage, Santiago.   Diccionario diplomático iberoamericano","Abierto","No Aplica","Libros Electrónicos","327.03 M3855d Más información"
"Martínez Silva, Mario.   Ensayo de un diccionario de política y administración pública","Abierto","No Aplica","Libros Electrónicos","320.3 M3857e Más información"
"Mediateca Digital COLMEX","Abierto","No Aplica","Videos  , Audio","Más información"
"Mediatico.com","Abierto","Parcial","Periódicos","Más información"
"Metabase  Bibliografía en red","Abierto","Referencia","Revistas","RE/016.9728 Más información"
"Mexican Law Review","Abierto","Completo","Revistas","Más información"
"Microsoft Academic Search","Abierto","Parcial","Revistas  , Falta determinar  , Artículos de Rev...","Más información"
"Middle East Conflict Reference Library. 2006","Cerrado","Completo","Libros Electrónicos","956 Más información"
"Milenio","Abierto","Parcial","Periódicos","Más información"
"Millennium","Cerrado","Parcial","Revistas","327.05/M646 Más información"
"MIT OpenCourseWare","Abierto","No Aplica","Falta determinar","Más información"
"Mots les langages du politique","Cerrado","Parcial","Revistas","320.105/M218 Más información"
"Movimientos armados en México : recursos de información","Abierto","Completo","Recursos Archivísticos  , Biblioteca Digital","Más información"
"Naciones Unidas. Base de datos de las colecciones de archivos","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Colección de Tratados","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Declaraciones y Convenciones que figuran en las resoluciones de la Asamblea General","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Documentos oficiales (ODS)","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Info Quest (UN-I-QUE)","Abierto","Parcial","Recursos Bibliotecológicos  , Publicaciones Ofic...","Más información"
"Naciones Unidas. Lista de los Estados Miembros","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Public Administration Networks","Abierto","Parcial","Publicaciones Oficiales","Más información"
"Naciones Unidas. Sistema de Información Bibliográfica de las Naciones Unidas (UNBISnet)","Abierto","Parcial","Publicaciones Oficiales","Más información"
"Naciones Unidas. Statistics Division. Fundamental Principles of Official Statistics","Abierto","Parcial","Estadísticas  , Publicaciones Oficiales","Más información"
"National Science Foundation","Abierto","Parcial","Reportes Técnicos  , Financiamiento & Becas  , E...","Más información"
"Nations and Nationalism","Cerrado","Parcial","Revistas","320.15/N277 Más información"
"New York Times, The","Abierto","Parcial","Periódicos","Más información"
"Nexos","Abierto","Completo","Revistas","FOL/917.2/N567 Más información"
"Nineteenth Century Collections Online","Cerrado","Completo","Periódicos  , Imágenes  , Fotografías  , Artí...","Más información"
"Nueva Sociedad","Abierto","Completo","Artículos de Revistas","Más información"
"NYPL Digital Gallery","Cerrado","Parcial","Videos  , Imágenes  , Fotografías","Más información"
"OAIster","Cerrado","Completo","Biblioteca Digital","Más información"
"OAPEN","Abierto","Completo","Libros Electrónicos  , Biblioteca Digital","Más información"
"OASIS.Br","Abierto","Parcial","Revistas  , Artículos de Revistas","RE/016.05 Más información"
"OCLC FirstSearch","Cerrado","Parcial","Revistas","Más información"
"Of the Dignity or Meanness of Human Nature","Abierto","Completo","Libros Electrónicos","Más información"
"OFFSTATS","Abierto","Parcial","Estadísticas","Más información"
"Oficina del Alto Comisionado para los Derechos Humanos","Abierto","Completo","Libros Electrónicos  , Publicaciones Oficiales","Más información"
"On Liberty","Abierto","Completo","Libros Electrónicos","Más información"
"On War","Abierto","Completo","Libros Electrónicos","Más información"
"Open Knowledge Repository","Abierto","Completo","Revistas  , Publicaciones Oficiales  , Libros Ele...","Más información"
"Órganos de Tratados de Derechos Humanos","Abierto","Completo","Directorios","Más información"
"Osmanczyk, Edmund Jan, 1913-.   Encyclopedia of the United Nations and international agreements","Abierto","No Aplica","Libros Electrónicos","REF/327.03/Os832e/2003 Más información"
"Osmañczyk, Edmund Jan.   Enciclopedia mundial de relaciones internacionales y Naciones Unidas.","Abierto","No Aplica","Libros Electrónicos","327.03/Os83e Más información"
"Oxford Bibliographies","Cerrado","Referencia","Bibliografía","RE/025.063016  Más información"
"Oxford economics","Cerrado","Completo","Reportes Técnicos  , Estadísticas","Más información"
"Oxford Handbooks Online","Cerrado","Parcial","Libros Electrónicos","Más información"
"Oxford Handbooks Online: Political Science","Cerrado","Completo","Libros Electrónicos","Más información"
"Oxford Journals","Cerrado","Completo","Revistas","Más información"
"PAIS international","Cerrado","Referencia","Revistas  , Artículos de Revistas","Más información"
"Paradigmas : revista de investigación","Abierto","Completo","Revistas","Más información"
"Parametría","Abierto","Completo","Centro de Investigación  , Documentos de Trabajo...","Más información"
"Periódica  Índice de revistas latinoamericanas en ciencias","Abierto","Referencia","Revistas","IND/016.5/P445 Más información"
"Persée","Abierto","Completo","Documentos de Trabajo  , Artículos de Revistas","Más información"
"Pew Research Center","Cerrado","Completo","Reportes Técnicos  , Bibliografía","Más información"
"Place Branding and Public Diplomacy","Cerrado","Completo","Artículos de Revistas  , Revistas","Más información"
"Plano, Jack G..   Diccionario de relaciones internacionales","Abierto","No Aplica","Libros Electrónicos","327.03 P712d Más información"
"Pluralidad y consenso","Abierto","Completo","Revistas","Más información"
"Policy review","Abierto","Completo","Revistas","309.205/P766 Más información"
"Política exterior","Abierto","Completo","Revistas","327.46/P7692 Más información"
"Political constraint index, The","Abierto","Parcial","Estadísticas","Más información"
"Political science  a SAGE full-text collection","Cerrado","Parcial","Artículos de Revistas","Más información"
"Political Science Quarterly","Cerrado","Parcial","Revistas  , Reseñas","305/P769 Más información"
"Political Studies Association (UK)","Abierto","Parcial","Organizaciones de Profesionales","Más información"
"Political Theories for Students. 2002","Abierto","No Aplica","Libros Electrónicos","Más información"
"Politique internationale","Abierto","No Aplica","Revistas","327.05/P7691 Más información"
"ProQuest Dissertations and Theses","Cerrado","Parcial","Biblioteca Digital","Más información"
"Public productivity handbook","Cerrado","No Aplica","Libros Electrónicos","350P976/v.45 Más información"
"Public productivity handbook.","Abierto","No Aplica","Libros Electrónicos","350P976/v.45 Más información"
"Publicaciones del Gobirno de Estados Unidos","Cerrado","Referencia","Publicaciones Oficiales  , Bibliografía","Más información"
"Ramírez Aguilera, Rafael.   Breve diccionario de la política","Cerrado","Falta determinar","Libros Electrónicos","320.3 R173b)R173b Más información"
"Red de bibliotecas virtuales de ciencias sociales de América Latina y el Caribe (CLACSO)","Abierto","Completo","Biblioteca Digital","Más información"
"Redalyc  Red de revistas científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Reforma","Abierto","Parcial","Periódicos","Más información"
"Reforma Judicial. Revista Mexicana de Justicia","Abierto","Completo","Revistas","Más información"
"Research Centre (IDRC)","Cerrado","Falta determinar","Financiamiento & Becas","Más información"
"Research online","Abierto","Completo","Recursos Archivísticos  , Imágenes  , Documento...","Más información"
"Review of International Studies","Abierto","Parcial","Revistas","327.05/R4545 Más información"
"Revista COFACTOR","Abierto","Completo","Revistas","Más información"
"Revista de Administración Pública. Instituto Nacional de Administración Pública, A.C.","Abierto","Completo","Revistas","Más información"
"Revista Mexicana de Opinión Pública","Abierto","Completo","Revistas","Más información"
"Revista mexicana de política exterior","Abierto","Completo","Revistas","Más información"
"Revistas de El Colegio de México","Cerrado","Completo","Revistas","Más información"
"Revistas electrónicas de IES mexicanas","Abierto","Falta determinar","Biblioteca Digital","Más información"
"Roper Center","Cerrado","Parcial","Recursos Archivísticos  , Estadísticas","Más información"
"Routledge encyclopedia of international political economy","Cerrado","Completo","Libros Electrónicos","337.03/R869 Más información"
"Ruy Mauro Marini: escritos","Abierto","Parcial","Artículos de Revistas  , Fuentes Primarias  , Li...","Más información"
"SAGE Journals","Cerrado","Completo","Revistas","Más información"
"Sage Research Methods Online (SRMO)","Cerrado","Parcial","Documentos de Trabajo  , Artículos de Revistas","Más información"
"SciELO  Scientific electronic library online","Cerrado","Parcial","Revistas","Más información"
"ScienceDirect","Cerrado","Parcial","Revistas","Más información"
"Scopus","Cerrado","Referencia","Bibliografía","Más información"
"SERIUNAM","Abierto","Referencia","Revistas","Más información"
"Servicio de prensa mexicana","Abierto","Referencia","Revistas  , Periódicos","Más información"
"Sistema de archivo de documentos de las Naciones Unidas","Abierto","Completo","Publicaciones Oficiales","Más información"
"Sistema de Consulta de la Estadística de las Elecciones Federales 2011-2012","Abierto","Referencia","Publicaciones Oficiales  , Estadísticas","Más información"
"Social Science Research Council","Abierto","Falta determinar","Biblioteca Digital  , Documentos de Trabajo  , Fi...","Más información"
"Social Sciences Full Text (H.W. Wilson)","Cerrado","Parcial","Revistas","Más información"
"Social services abstracts","Cerrado","Parcial","Revistas","RE/016.361 Más información"
"SourceOECD","Abierto","Parcial","Revistas  , Libros Electrónicos","Más información"
"Springer eBooks (Recurso contratado por CONRICyT)","Cerrado","Completo","Libros Electrónicos","Más información"
"Springer Link","Cerrado","Completo","Libros Electrónicos  , Revistas","Más información"
"SpringerLink journals (Recurso contratado por CONRICyT)","Cerrado","Completo","Revistas","Más información"
"Tablas de contenido y revistas en texto completo","Cerrado","Parcial","Revistas","Más información"
"Taylor & Francis (Recurso contratado por CONRICyT)","Cerrado","Completo","Revistas","Más información"
"Tesauro del UNBIS","Abierto","Completo","Corpus","Más información"
"Tesis COLMEX","Abierto","Completo","Biblioteca Digital","Más información"
"Tesis Digitales Universidad Iberoamericana","Abierto","Completo","Biblioteca Digital  , Catálogos de Bibliotecas","Más información"
"The Andrew W. Mellon Foundation","Abierto","No Aplica","Financiamiento & Becas","Más información"
"The Carl Beck Papers in Russian and East European Studies","Abierto","Completo","Reportes Técnicos  , Artículos de Revistas","Más información"
"The international development dictionary","Abierto","No Aplica","Libros Electrónicos","338.9 F946in Más información"
"The Jenifer Altman Foundation","Abierto","Parcial","Financiamiento & Becas","Más información"
"The Online Books Page","Cerrado","Parcial","Biblioteca Digital","Más información"
"The public administration dictionary","Cerrado","No Aplica","Libros Electrónicos","350.3/Ch456p/1988 Más información"
"Third World Quarterly","Cerrado","Completo","Revistas","338.905/T445 Más información"
"Tinker Foundation Incorporated","Abierto","Parcial","Financiamiento & Becas","Más información"
"Transparencia mexicana","Abierto","Completo","Documentos de Trabajo  , Fuentes Primarias  , Pub...","Más información"
"Transparency International. Anti-corruption glossary","Abierto","Parcial","Fuentes Primarias","Más información"
"Transparency International. Publications","Abierto","Completo","Reportes Técnicos  , Publicaciones Oficiales  , ...","Más información"
"Treaties and Alliances of the World. 8a ed. 2007","Cerrado","No Aplica","Libros Electrónicos","Más información"
"U.S. Census Bureau","Abierto","Parcial","Publicaciones Oficiales  , Estadísticas","Más información"
"U.S. Declassified Documents Online's","Cerrado","Completo","Fuentes Primarias","Más información"
"UNdata","Abierto","Completo","Información Geográfica  , Estadísticas","Más información"
"Unión Europea","Abierto","Parcial","Publicaciones Oficiales  , Fuentes Primarias  , R...","Más información"
"United Nations Statistical Yearbook : Fifty-seventh Issue","Abierto","Completo","Estadísticas  , Información Geográfica  , Publ...","Más información"
"Universal library","Abierto","Completo","Biblioteca Digital","Más información"
"University of Pittsburgh Press Digital Editions","Abierto","Completo","Biblioteca Digital","Más información"
"ViewsWire","Abierto","Completo","Estadísticas  , Artículos de Revistas","RE/016.33 Más información"
"Washington Post, The","Abierto","Parcial","Periódicos","Más información"
"Web of science","Cerrado","Referencia","Revistas  , Reseñas","Más información"
"West European Politics","Cerrado","Completo","Revistas","320.94/W517 Más información"
"Who's who in international affairs","Abierto","No Aplica","Libros Electrónicos","923.2/W628 Más información"
"Wiley InterScience","Cerrado","Completo","Revistas  , Reseñas","Más información"
"Wiley Online Library","Cerrado","Completo","Reseñas","Más información"
"William T Grant Foundation","Cerrado","Parcial","Financiamiento & Becas  , Software  , Reportes T�...","Más información"
"Wobbing Europe","Abierto","Parcial","Videos  , Fuentes Primarias","Más información"
"World Bank","Abierto","Parcial","Publicaciones Oficiales  , Estadísticas  , Docum...","Más información"
"World DataBank","Abierto","Parcial","Estadísticas","Más información"
"World Justice Project’s","Abierto","Completo","Artículos de Revistas  , Documentos de Trabajo  ...","Más información"
"World Legal Information Institute","Abierto","Completo","Organizaciones de Profesionales","Más información"
"World Politics","Abierto","Completo","Revistas","909.82/W9276 Más información"
"World Society Foundation","Abierto","Parcial","Centro de Investigación  , Financiamiento & Beca...","Más información"
"Worldcat","Cerrado","Parcial","Catálogos de Bibliotecas","Más información"
"Worldmark Encyclopedia of the Nations. 2007","Cerrado","Completo","Libros Electrónicos","Más información"
