"Recurso","Acceso","Texto Completo","Tipo de Recurso","Clasificación/Más información"
"Bulletin of the German Historical Institute","Abierto","Completo","Artículos de Revistas","Más información"
"Cairn.info","Cerrado","Parcial","Revistas  , Libros Electrónicos","Más información"
"Cambridge Journals","Cerrado","Completo","Revistas","Más información"
"Canadian public administration","Cerrado","Completo","Revistas","350.5/C213 Más información"
"Caribbean abstracts","Abierto","Referencia","Resúmenes","Más información"
"Casede","Abierto","Parcial","Videos  , Libros Electrónicos  , Estadísticas  ...","Más información"
"Catalog of U.S. Government Publications","Abierto","Parcial","Publicaciones Oficiales  , Catálogos de Bibliote...","Más información"
"Center for Legislative Archives","Cerrado","Referencia","Recursos Archivísticos","Más información"
"Center for Strategic and International Studies","Abierto","Completo","Libros Electrónicos  , Estadísticas  , Revistas","Más información"
"Choice reviews online","Cerrado","Completo","Revistas  , Reseñas","016.7805/Ch545 Más información"
"CIDOB Publicaciones","Abierto","Completo","Libros Electrónicos  , Documentos de Trabajo","Más información"
"Colección Digital UANL","Abierto","Completo","Imágenes  , Fuentes Primarias  , Biblioteca Digi...","Más información"
"Comité 1540","Abierto","Completo","Publicaciones Oficiales","Más información"
"Compludoc  base de datos de artículos de revistas","Abierto","Referencia","Revistas  , Resúmenes","RE/016.05 Más información"
"Conferencias Panamericanas (1889-1938)","Abierto","Parcial","Catálogos de Bibliotecas  , Libros Electrónicos","Más información"
"Consejo Mexicano de Asuntos Internacionales","Abierto","Completo","Organizaciones de Profesionales","Más información"
"Corporación Latinobarómetro","Abierto","Completo","Fuentes Primarias  , Estadísticas  , Recursos Ar...","Más información"
"Cuban Heritage Collection (CHC) Digital Collections","Abierto","Completo","Mapas  , Biblioteca Digital","Más información"
"Dialnet","Abierto","Parcial","Revistas","RE/016.5 Más información"
"Diccionario del diplomático","Cerrado","No Aplica","Libros Electrónicos","327.03 4732d Más información"
"Diplomatic History","Cerrado","Completo","Revistas","327.73/D596 Más información"
"Docs teach","Abierto","Falta determinar","Fuentes Primarias  , Guías  , Imágenes  , Mapas...","Más información"
"DSpace@MIT","Abierto","Completo","Documentos de Trabajo  , Artículos de Revistas  ...","Más información"
"EBSCO Host Bases de datos","Cerrado","Parcial","Reseñas  , Recursos Bibliotecológicos  , Imáge...","Más información"
"EduDonor Index (Worldwide Directory of Grants for Educational Institutions)","Cerrado","No Aplica","Financiamiento & Becas","Más información"
"EduScholarships Index  (Worldwide Directory of Scholarships for Students)","Cerrado","No Aplica","Financiamiento & Becas","Más información"
"El Economista","Abierto","Parcial","Periódicos","Más información"
"Electronic Collection Online","Cerrado","Referencia","Revistas","Más información"
"Electronic Research Collection","Cerrado","Parcial","Fuentes Primarias  , Recursos Archivísticos","Más información"
"Emerald","Cerrado","Parcial","Revistas","RE/016.65 Más información"
"Encyclopedia of Terrorism. 2003","Cerrado","Completo","Libros Electrónicos","Más información"
"Encyclopédie de l'état du monde [disco compacto]","Cerrado","Referencia","Libros Electrónicos","DC/1297 Más información"
"Erudit","Abierto","Completo","Biblioteca Digital","Más información"
"European Journal of Political Research","Cerrado","Completo","Revistas","320.94/E89 Más información"
"Foreign affairs Latinoamérica","Cerrado","Parcial","Revistas","Más información"
"Foreing Policy","Abierto","Parcial","Revistas  , Artículos de Revistas","Más información"
"Fuentes de información en ciencias sociales y humanidades","Abierto","Completo","Guías  , Bibliografía","REF/016.3/G2455f Más información"
"Gale Primary Sources","Cerrado","Completo","Periódicos  , Recursos Archivísticos","Más información"
"General Service Foundation","Abierto","Parcial","Financiamiento & Becas","Más información"
"Global Collections Initiative","Cerrado","Parcial","Biblioteca Digital  , Fuentes Primarias  , Perió...","Más información"
"Haensch, Günther.   Dictionary of international relations and politics : systematic and alphabetical in four languages: German, English, American, French, Spanish","Abierto","No Aplica","Libros Electrónicos","320.3/H135d Más información"
"Harry Frank Guggenheim Foundation, The","Abierto","Parcial","Reportes Técnicos  , Fuentes Primarias  , Financ...","Más información"
"Hemeroteca Digital de la Biblioteca Nacional de España","Cerrado","Parcial","Biblioteca Digital","Más información"
"Henry M. Jackson Foundation","Abierto","Parcial","Financiamiento & Becas  , Audio  , Reportes Técn...","Más información"
"Hernández Vela Salgado, Edmundo.   Diccionario de política internacional","Abierto","Falta determinar","Libros Electrónicos","327.03 H5578d Más información"
"HighWire press","Abierto","Parcial","Revistas  , Reseñas  , Artículos de Revistas","Más información"
"HLAS Handbook of Latin American Studies Online","Abierto","Referencia","Bibliografía","Más información"
"Instituto Mexicano para la Competitividad A.C.","Abierto","Completo","Audio  , Centro de Investigación  , Documentos d...","Más información"
"International Journal of Public Administration","Cerrado","Completo","Revistas","350.5/In614 Más información"
"International Organization","Abierto","Completo","Revistas","341.1105/In61 Más información"
"International Politics","Cerrado","Completo","Artículos de Revistas  , Revistas","Más información"
"International relations : a political dictionary","Abierto","No Aplica","Libros Electrónicos","327.03 Z81in/1995 Más información"
"International relations dictionary","Abierto","No Aplica","Libros Electrónicos","327.03E79i Más información"
"International studies perspectives","Cerrado","Completo","Revistas  , Artículos de Revistas","327.05/In6176 Más información"
"International studies quarterly : a publication of the International Studies Association","Cerrado","Completo","Revistas","320.5/In617 Más información"
"John Simon Guggenheim Memorial Foundation","Abierto","Referencia","Financiamiento & Becas","Más información"
"JOURNAL OF CANADIAN STUDIES","Abierto","Falta determinar","Revistas","971.005/J865 Más información"
"Journal of communist studies and transition politics","Abierto","Falta determinar","Revistas","335.4305/J86 Más información"
"Journal of conflict, security [and] development","Abierto","Falta determinar","Revistas","341.105/J865 Más información"
"Journal of Democracy","Cerrado","Completo","Revistas","321.805/J865 Más información"
"Journal of International Relations and Development","Cerrado","Completo","Revistas  , Artículos de Revistas","Más información"
"Latin American Newspapers Series I-II","Cerrado","Completo","Periódicos","Más información"
"Latindex  Sistema Regional de Información en Línea para Revistas Científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Latino Studies","Cerrado","Completo","Artículos de Revistas  , Revistas","Más información"
"Latinobarómetro 1995-2013","Abierto","Completo","Estadísticas","Más información"
"Le Monde","Abierto","Parcial","Periódicos","Más información"
"Legal Leaks","Abierto","Parcial","Fotografías  , Fuentes Primarias","Más información"
"Library of Congress","Abierto","Parcial","Audio  , Bibliografía  , Biblioteca Digital  , D...","Más información"
"Libros. Centro Boliviano de Estudios Multidisciplinarios","Abierto","Parcial","Biblioteca Digital","Más información"
"Librunam","Abierto","Referencia","Catálogos de Bibliotecas","Más información"
"Making of the Modern World","Cerrado","Completo","Recursos Archivísticos  , Periódicos  , Libros ...","Más información"
"Map and Imagery Collections","Cerrado","Parcial","Mapas  , Imágenes","Más información"
"Martínez Lage, Santiago.   Diccionario diplomático iberoamericano","Abierto","No Aplica","Libros Electrónicos","327.03 M3855d Más información"
"Mediateca Digital COLMEX","Abierto","No Aplica","Videos  , Audio","Más información"
"Mediatico.com","Abierto","Parcial","Periódicos","Más información"
"Metabase  Bibliografía en red","Abierto","Referencia","Revistas","RE/016.9728 Más información"
"Microsoft Academic Search","Abierto","Parcial","Revistas  , Falta determinar  , Artículos de Rev...","Más información"
"Middle East Conflict Reference Library. 2006","Cerrado","Completo","Libros Electrónicos","956 Más información"
"Milenio","Abierto","Parcial","Periódicos","Más información"
"Millennium","Cerrado","Parcial","Revistas","327.05/M646 Más información"
"MIT OpenCourseWare","Abierto","No Aplica","Falta determinar","Más información"
"Naciones Unidas. Base de datos de las colecciones de archivos","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Colección de Tratados","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Declaraciones y Convenciones que figuran en las resoluciones de la Asamblea General","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Documentos oficiales (ODS)","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Info Quest (UN-I-QUE)","Abierto","Parcial","Recursos Bibliotecológicos  , Publicaciones Ofic...","Más información"
"Naciones Unidas. Lista de los Estados Miembros","Abierto","Completo","Publicaciones Oficiales","Más información"
"Naciones Unidas. Sistema de Información Bibliográfica de las Naciones Unidas (UNBISnet)","Abierto","Parcial","Publicaciones Oficiales","Más información"
"Nations and Nationalism","Cerrado","Parcial","Revistas","320.15/N277 Más información"
"New York Times, The","Abierto","Parcial","Periódicos","Más información"
"Nineteenth Century Collections Online","Cerrado","Completo","Periódicos  , Imágenes  , Fotografías  , Artí...","Más información"
"NYPL Digital Gallery","Cerrado","Parcial","Videos  , Imágenes  , Fotografías","Más información"
"OAIster","Cerrado","Completo","Biblioteca Digital","Más información"
"OAPEN","Abierto","Completo","Libros Electrónicos  , Biblioteca Digital","Más información"
"OASIS.Br","Abierto","Parcial","Revistas  , Artículos de Revistas","RE/016.05 Más información"
"OCLC FirstSearch","Cerrado","Parcial","Revistas","Más información"
"OFFSTATS","Abierto","Parcial","Estadísticas","Más información"
"Oficina del Alto Comisionado para los Derechos Humanos","Abierto","Completo","Libros Electrónicos  , Publicaciones Oficiales","Más información"
"Open Knowledge Repository","Abierto","Completo","Revistas  , Publicaciones Oficiales  , Libros Ele...","Más información"
"Órganos de Tratados de Derechos Humanos","Abierto","Completo","Directorios","Más información"
"Osmanczyk, Edmund Jan, 1913-.   Encyclopedia of the United Nations and international agreements","Abierto","No Aplica","Libros Electrónicos","REF/327.03/Os832e/2003 Más información"
"Osmañczyk, Edmund Jan.   Enciclopedia mundial de relaciones internacionales y Naciones Unidas.","Abierto","No Aplica","Libros Electrónicos","327.03/Os83e Más información"
"Oxford Bibliographies","Cerrado","Referencia","Bibliografía","RE/025.063016  Más información"
"Oxford Handbooks Online","Cerrado","Parcial","Libros Electrónicos","Más información"
"Oxford Journals","Cerrado","Completo","Revistas","Más información"
"PAIS international","Cerrado","Referencia","Revistas  , Artículos de Revistas","Más información"
"Parametría","Abierto","Completo","Centro de Investigación  , Documentos de Trabajo...","Más información"
"Periódica  Índice de revistas latinoamericanas en ciencias","Abierto","Referencia","Revistas","IND/016.5/P445 Más información"
"Persée","Abierto","Completo","Documentos de Trabajo  , Artículos de Revistas","Más información"
"Place Branding and Public Diplomacy","Cerrado","Completo","Artículos de Revistas  , Revistas","Más información"
"Plano, Jack G..   Diccionario de relaciones internacionales","Abierto","No Aplica","Libros Electrónicos","327.03 P712d Más información"
"Policy review","Abierto","Completo","Revistas","309.205/P766 Más información"
"Política exterior","Abierto","Completo","Revistas","327.46/P7692 Más información"
"Political science  a SAGE full-text collection","Cerrado","Parcial","Artículos de Revistas","Más información"
"Publicaciones del Gobirno de Estados Unidos","Cerrado","Referencia","Publicaciones Oficiales  , Bibliografía","Más información"
"Red de bibliotecas virtuales de ciencias sociales de América Latina y el Caribe (CLACSO)","Abierto","Completo","Biblioteca Digital","Más información"
"Redalyc  Red de revistas científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Reforma","Abierto","Parcial","Periódicos","Más información"
"Research Centre (IDRC)","Cerrado","Falta determinar","Financiamiento & Becas","Más información"
"Research online","Abierto","Completo","Recursos Archivísticos  , Imágenes  , Documento...","Más información"
"Review of International Studies","Abierto","Parcial","Revistas","327.05/R4545 Más información"
"Revistas de El Colegio de México","Cerrado","Completo","Revistas","Más información"
"Routledge encyclopedia of international political economy","Cerrado","Completo","Libros Electrónicos","337.03/R869 Más información"
"Sage Research Methods Online (SRMO)","Cerrado","Parcial","Documentos de Trabajo  , Artículos de Revistas","Más información"
"ScienceDirect","Cerrado","Parcial","Revistas","Más información"
"Scopus","Cerrado","Referencia","Bibliografía","Más información"
"SERIUNAM","Abierto","Referencia","Revistas","Más información"
"Sistema de archivo de documentos de las Naciones Unidas","Abierto","Completo","Publicaciones Oficiales","Más información"
"Sistema de Consulta de la Estadística de las Elecciones Federales 2011-2012","Abierto","Referencia","Publicaciones Oficiales  , Estadísticas","Más información"
"Social Science Research Council","Abierto","Falta determinar","Biblioteca Digital  , Documentos de Trabajo  , Fi...","Más información"
"Social Sciences Full Text (H.W. Wilson)","Cerrado","Parcial","Revistas","Más información"
"Social services abstracts","Cerrado","Parcial","Revistas","RE/016.361 Más información"
"Springer eBooks (Recurso contratado por CONRICyT)","Cerrado","Completo","Libros Electrónicos","Más información"
"Springer Link","Cerrado","Completo","Libros Electrónicos  , Revistas","Más información"
"Tablas de contenido y revistas en texto completo","Cerrado","Parcial","Revistas","Más información"
"Taylor & Francis (Recurso contratado por CONRICyT)","Cerrado","Completo","Revistas","Más información"
"Tesauro del UNBIS","Abierto","Completo","Corpus","Más información"
"Tesis COLMEX","Abierto","Completo","Biblioteca Digital","Más información"
"Tesis Digitales Universidad Iberoamericana","Abierto","Completo","Biblioteca Digital  , Catálogos de Bibliotecas","Más información"
"The Andrew W. Mellon Foundation","Abierto","No Aplica","Financiamiento & Becas","Más información"
"The Carl Beck Papers in Russian and East European Studies","Abierto","Completo","Reportes Técnicos  , Artículos de Revistas","Más información"
"The international development dictionary","Abierto","No Aplica","Libros Electrónicos","338.9 F946in Más información"
"The Online Books Page","Cerrado","Parcial","Biblioteca Digital","Más información"
"Tinker Foundation Incorporated","Abierto","Parcial","Financiamiento & Becas","Más información"
"Treaties and Alliances of the World. 8a ed. 2007","Cerrado","No Aplica","Libros Electrónicos","Más información"
"U.S. Census Bureau","Abierto","Parcial","Publicaciones Oficiales  , Estadísticas","Más información"
"U.S. Declassified Documents Online's","Cerrado","Completo","Fuentes Primarias","Más información"
"UNdata","Abierto","Completo","Información Geográfica  , Estadísticas","Más información"
"Unión Europea","Abierto","Parcial","Publicaciones Oficiales  , Fuentes Primarias  , R...","Más información"
"Universal library","Abierto","Completo","Biblioteca Digital","Más información"
"University of Pittsburgh Press Digital Editions","Abierto","Completo","Biblioteca Digital","Más información"
"ViewsWire","Abierto","Completo","Estadísticas  , Artículos de Revistas","RE/016.33 Más información"
"Washington Post, The","Abierto","Parcial","Periódicos","Más información"
"Web of science","Cerrado","Referencia","Revistas  , Reseñas","Más información"
"West European Politics","Cerrado","Completo","Revistas","320.94/W517 Más información"
"Who's who in international affairs","Abierto","No Aplica","Libros Electrónicos","923.2/W628 Más información"
"Wiley InterScience","Cerrado","Completo","Revistas  , Reseñas","Más información"
"Wiley Online Library","Cerrado","Completo","Reseñas","Más información"
"Wobbing Europe","Abierto","Parcial","Videos  , Fuentes Primarias","Más información"
"World Bank","Abierto","Parcial","Publicaciones Oficiales  , Estadísticas  , Docum...","Más información"
"World Politics","Abierto","Completo","Revistas","909.82/W9276 Más información"
"World Society Foundation","Abierto","Parcial","Centro de Investigación  , Financiamiento & Beca...","Más información"
"Worldcat","Cerrado","Parcial","Catálogos de Bibliotecas","Más información"
"Worldmark Encyclopedia of the Nations. 2007","Cerrado","Completo","Libros Electrónicos","Más información"
