"Recurso","Acceso","Texto Completo","Tipo de Recurso","Clasificación/Más información"
"Cairn.info","Cerrado","Parcial","Revistas  , Libros Electrónicos","Más información"
"Cambridge Journals","Cerrado","Completo","Revistas","Más información"
"Catálogo de Voces Hispánicas","Abierto","Referencia","Videos","Más información"
"Centro de Estudios Lingüísticos y Literarios de El Colegio de México. Portal de acceso del Centro.","Abierto","Referencia","Centro de Investigación","Más información"
"Choice reviews online","Cerrado","Completo","Revistas  , Reseñas","016.7805/Ch545 Más información"
"CHOMSKY.INFO The Noam Chomsky Website","Abierto","Parcial","Artículos de Revistas  , Bibliografía  , Biogra...","Más información"
"Cognitive Linguistics","Cerrado","Parcial","Revistas","410.5/C676 Más información"
"Colección Digital UANL","Abierto","Completo","Imágenes  , Fuentes Primarias  , Biblioteca Digi...","Más información"
"Compludoc  base de datos de artículos de revistas","Abierto","Referencia","Revistas  , Resúmenes","RE/016.05 Más información"
"Corpus de Referencia del Español Actual","Abierto","Referencia","Corpus","Más información"
"Corpus del Español","Abierto","Referencia","Corpus","Más información"
"Corpus del Español Mexicano Contemporáneo","Abierto","Referencia","Corpus","Más información"
"Corpus Diacrónico y Diatópico del Español de América","Abierto","Referencia","Corpus","Más información"
"Corpus Excale de Escritura","Abierto","Referencia","Corpus","Más información"
"Corpus Oral de Referencia de la Lengua Española Contemporánea CORLEC","Abierto","Referencia","Corpus","Más información"
"Corpus Oral y Sonoro del Español Rural","Abierto","Referencia","Corpus","Más información"
"Database of latin dictionaries","Cerrado","Completo","Diccionarios","Más información"
"De Gruyter Journal Package","Cerrado","Parcial","Artículos de Revistas","Más información"
"Diachronica International Journal for Historical Linguistics","Cerrado","Parcial","Revistas","409/D537 Más información"
"Dialnet","Abierto","Parcial","Revistas","RE/016.5 Más información"
"Diccionario de americanismos","Abierto","Referencia","Diccionarios","Más información"
"Diccionario de Colocaciones del Español","Abierto","Referencia","Diccionarios","Más información"
"Diccionario del Español Coloquial","Abierto","Referencia","Diccionarios","Más información"
"Diccionario del Español de México (DEM)","Abierto","Parcial","Libros Electrónicos  , Diccionarios","REF/467.972/D5455 Más información"
"Diccionario panhispánico de dudas","Abierto","Referencia","Diccionarios","REF/463 / D5459 Más información"
"Dictionary of word origins","Abierto","Completo","Diccionarios","REF/422.03/S5572d/1945  Más información"
"DIRAE","Abierto","Referencia","Diccionarios","Más información"
"Directory of Open Access Journals","Abierto","Parcial","Revistas","Más información"
"DispoLex. Investigación Léxica","Abierto","Referencia","Documentos de Trabajo","Más información"
"DSpace@MIT","Abierto","Completo","Documentos de Trabajo  , Artículos de Revistas  ...","Más información"
"EBSCO Host Bases de datos","Cerrado","Parcial","Reseñas  , Recursos Bibliotecológicos  , Imáge...","Más información"
"EduDonor Index (Worldwide Directory of Grants for Educational Institutions)","Cerrado","No Aplica","Financiamiento & Becas","Más información"
"EduScholarships Index  (Worldwide Directory of Scholarships for Students)","Cerrado","No Aplica","Financiamiento & Becas","Más información"
"El Atlas Sintáctico del Español","Abierto","Referencia","Corpus","Más información"
"El Corpus de Contextos Definitorios","Abierto","Referencia","Corpus","Más información"
"El diálogo de la Lengua","Abierto","Completo","Libros Electrónicos  , Diccionarios","Más información"
"El Español en el mundo","Abierto","Completo","Libros Electrónicos","460.5 /E772 Más información"
"El Grial","Abierto","Referencia","Corpus","Más información"
"El Habla de la Ciudad de México","Abierto","Completo","Documentos de Trabajo  , Audio","Más información"
"Electronic Collection Online","Cerrado","Referencia","Revistas","Más información"
"Encyclopedia of Language and Linguistics","Cerrado","Completo","Enciclopedias","Más información"
"Estudios de Fonética Experimental","Cerrado","Completo","Revistas","461.505/E826 Más información"
"Estudios de Lingüística Aplicada","Cerrado","Parcial","Revistas  , Resúmenes","410.5/E79 Más información"
"Etudes de Linguistique Appliquée","Cerrado","Parcial","Revistas","DEM/408.3/E85 Más información"
"Folia Lingüística","Cerrado","Parcial","Revistas","405/F665 Más información"
"Fono.Ele","Cerrado","Parcial","Corpus","Más información"
"Fuentes de información en ciencias sociales y humanidades","Abierto","Completo","Guías  , Bibliografía","REF/016.3/G2455f Más información"
"Glosario electrónico de términos lingüísticos","Abierto","Referencia","Diccionarios","Más información"
"Hemeroteca Digital de la Biblioteca Nacional de España","Cerrado","Parcial","Biblioteca Digital","Más información"
"HighWire press","Abierto","Parcial","Revistas  , Reseñas  , Artículos de Revistas","Más información"
"Hispanic Journal","Abierto","Referencia","Revistas","860.5/H673 Más información"
"Hispanic Review","Abierto","Parcial","Artículos de Revistas  , Reseñas","Más información"
"Hispanófila","Cerrado","Completo","Artículos de Revistas  , Reseñas","Más información"
"Historia de la traducción en América Latina","Abierto","Referencia","Bibliografía","Más información"
"HLAS Handbook of Latin American Studies Online","Abierto","Referencia","Bibliografía","Más información"
"Idiomas en peligro de extinción","Abierto","Referencia","Mapas  , Audio","Más información"
"Impresos americanos del Siglo  XVI en las bibliotecas del mundo","Abierto","Completo","Biblioteca Digital","Más información"
"Instituto Lingüístico de Verano (ILV) en México","Cerrado","Parcial","Guías","Más información"
"International Journal of American Linguistics","Cerrado","Parcial","Revistas","497.05/In61 Más información"
"International Journal of Lexicography","Cerrado","Completo","Revistas","DEM/413.05/In614 Más información"
"International Journal of the Sociology of Language","Cerrado","Parcial","Revistas","401.05/In61 Más información"
"Intute Linguistics","Abierto","Parcial","Guías","Más información"
"Journal of Child Language","Cerrado","Completo","Revistas","401.905/J86 Más información"
"Journal of Linguistics","Cerrado","Parcial","Revistas","405/J86 Más información"
"Journal of Multilingual and Multicultural Development","Cerrado","Parcial","Revistas","405/J861 Más información"
"Journal of Phonetics","Cerrado","Completo","Revistas","414.05/J86 Más información"
"Journal of Pragmatics","Cerrado","Parcial","Revistas","410.5/J866 Más información"
"Journal of Psycholinguistic Research","Cerrado","Parcial","Revistas","(401 / J86) Más información"
"Journal of Semantics","Cerrado","Parcial","Revistas","415/J86 Más información"
"Journal of Sociolinguistics","Cerrado","Parcial","Revistas","401.05/J86 Más información"
"La lengua española en Chile","Abierto","Parcial","Bibliografía  , Imágenes  , Libros Electrónicos","Más información"
"La Linguistique","Cerrado","Completo","Revistas","405/L775 Más información"
"Laboratorio de Estudios Fónicos (LEF)","Abierto","Parcial","Bibliografía  , Audio","Más información"
"Laboratory Phonology","Cerrado","Referencia","Revistas","Más información"
"Langage et Société","Cerrado","Completo","Revistas","401.05/L271 Más información"
"Langages","Cerrado","Completo","Revistas","405/L269 Más información"
"Language","Cerrado","Completo","Reseñas  , Revistas","405/L287 Más información"
"Language in Society","Cerrado","Parcial","Revistas","401.05/L287 Más información"
"Language Sciences","Cerrado","Parcial","Revistas","405/L2871 Más información"
"Language Variation and Change","Cerrado","Parcial","Revistas","401/L2878 Más información"
"Latindex  Sistema Regional de Información en Línea para Revistas Científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Le Monde","Abierto","Parcial","Periódicos","Más información"
"Lebende Sprachen","Cerrado","Parcial","Revistas","405/L442 Más información"
"Léxico hispanoamericano","Abierto","Referencia","Corpus  , Diccionarios","MT/463.109031 B7891l Más información"
"Lexicon of Linguistics","Abierto","Referencia","Documentos de Trabajo","Más información"
"Lexis","Abierto","Completo","Revistas  , Artículos de Revistas","Más información"
"Library of Congress","Abierto","Parcial","Audio  , Bibliografía  , Biblioteca Digital  , D...","Más información"
"Librunam","Abierto","Referencia","Catálogos de Bibliotecas","Más información"
"LINGMEX. Bibliografía Lingüística de México desde 1970","Abierto","Referencia","Bibliografía","Más información"
"Lingua","Cerrado","Parcial","Revistas","405/L7553 Más información"
"Linguistic Inquiry","Cerrado","Completo","Revistas","405/L7554 Más información"
"Linguistics an Interdisciplinary Journal of the Language Sciences","Cerrado","Completo","Revistas","405/L754 Más información"
"Linguistics and Language Behaviour Abstracts","Cerrado","Referencia","Revistas  , Reseñas","RE/016.41 Más información"
"Linguistics and Philosophy","Cerrado","Referencia","Revistas","405/L7551 Más información"
"Literary & Linguistic Computing Journal of the Association for Literary and Linguistic Computing","Cerrado","Completo","Revistas","410.183/L776 Más información"
"María Moliner, en el centenario de su nacimiento","Abierto","Referencia","Biografías  , Bibliografía","Más información"
"Mediateca Digital COLMEX","Abierto","No Aplica","Videos  , Audio","Más información"
"Mediatico.com","Abierto","Parcial","Periódicos","Más información"
"Metabase  Bibliografía en red","Abierto","Referencia","Revistas","RE/016.9728 Más información"
"Microsoft Academic Search","Abierto","Parcial","Revistas  , Falta determinar  , Artículos de Rev...","Más información"
"Milenio","Abierto","Parcial","Periódicos","Más información"
"MIT OpenCourseWare","Abierto","No Aplica","Falta determinar","Más información"
"MLA Directory of Periodicals","Cerrado","Referencia","Directorios  , Revistas","Más información"
"MLA International Bibliography","Cerrado","Referencia","Bibliografía","Más información"
"Modern Language Quarterly","Cerrado","Completo","Revistas","405/M6894 Más información"
"Morfolex. Estudio de la morfología y el léxico del español","Abierto","Referencia","Documentos de Trabajo","Más información"
"Multilingua","Cerrado","Parcial","Revistas","405/M961 Más información"
"Natural Language & Linguistic Theory","Cerrado","Parcial","Revistas","405/N285 Más información"
"Natural Language Semantics","Cerrado","Completo","Revistas","Más información"
"Neophilologus","Cerrado","Completo","Artículos de Revistas","Más información"
"New York Times, The","Abierto","Parcial","Periódicos","Más información"
"Nuevo diccionario histórico","Abierto","Referencia","Corpus  , Diccionarios","Más información"
"NYPL Digital Gallery","Cerrado","Parcial","Videos  , Imágenes  , Fotografías","Más información"
"OAIster","Cerrado","Completo","Biblioteca Digital","Más información"
"OAPEN","Abierto","Completo","Libros Electrónicos  , Biblioteca Digital","Más información"
"OASIS.Br","Abierto","Parcial","Revistas  , Artículos de Revistas","RE/016.05 Más información"
"Observatorio de la lengua española  y las culturas hispánicas en los Estados Unidos","Abierto","Referencia","Centro de Investigación","Más información"
"OCLC FirstSearch","Cerrado","Parcial","Revistas","Más información"
"Oralia análisis del discurso oral","Abierto","Referencia","Revistas","301.243058/Or634 Más información"
"OSU Dissertations in Linguistics","Cerrado","Parcial","Bibliografía  , Resúmenes","Más información"
"Oxford Bibliographies","Cerrado","Referencia","Bibliografía","RE/025.063016  Más información"
"Oxford Bibliographies. Linguistics","Cerrado","Referencia","Bibliografía","Más información"
"Oxford Handbooks Online","Cerrado","Parcial","Libros Electrónicos","Más información"
"Oxford Handbooks Online: Linguistics","Cerrado","Parcial","Libros Electrónicos","Más información"
"Oxford Journals","Cerrado","Completo","Revistas","Más información"
"Palabra virtual. Voz y video en la poesía iberoamericana","Abierto","Referencia","Videos  , Audio","Más información"
"Periódica  Índice de revistas latinoamericanas en ciencias","Abierto","Referencia","Revistas","IND/016.5/P445 Más información"
"Philosophy & Rhetoric","Cerrado","Completo","Revistas","105/P5687 Más información"
"Phonology","Cerrado","Parcial","Revistas","414/P574 Más información"
"Portal de Hispanismo","Abierto","Referencia","Directorios","Más información"
"Portal de la Traducción  Ibérica y Americana","Abierto","Referencia","Bibliografía","Más información"
"Proyecto para el Estudio Sociolingüístico del Español de España y de América","Abierto","Referencia","Corpus","Más información"
"Redalyc  Red de revistas científicas de América Latina, el Caribe, España y Portugal","Abierto","Parcial","Revistas","Más información"
"Research online","Abierto","Completo","Recursos Archivísticos  , Imágenes  , Documento...","Más información"
"Revistas de lingüística y filología","Abierto","Referencia","Revistas","Más información"
"Revue Romane","Cerrado","Completo","Revistas","879.905/R454 Más información"
"Rivista di Linguistica","Abierto","Completo","Revistas","405/R625 Más información"
"Sage Research Methods Online (SRMO)","Cerrado","Parcial","Documentos de Trabajo  , Artículos de Revistas","Más información"
"ScienceDirect","Cerrado","Parcial","Revistas","Más información"
"Scopus","Cerrado","Referencia","Bibliografía","Más información"
"Semantics and Linguistic Theory","Abierto","Completo","Revistas  , Artículos de Revistas","460.5/H673r Más información"
"Semiotica","Cerrado","Parcial","Revistas","Más información"
"SERIUNAM","Abierto","Referencia","Revistas","Más información"
"SIGLEX, a Special Interest Group on the Lexicon","Abierto","Referencia","Corpus","Más información"
"Social Sciences Full Text (H.W. Wilson)","Cerrado","Parcial","Revistas","Más información"
"Social services abstracts","Cerrado","Parcial","Revistas","RE/016.361 Más información"
"Spanish in Context","Cerrado","Parcial","Revistas","461.05/S7355 Más información"
"Springer eBooks (Recurso contratado por CONRICyT)","Cerrado","Completo","Libros Electrónicos","Más información"
"Springer Link","Cerrado","Completo","Libros Electrónicos  , Revistas","Más información"
"SpringerLink: Linguistics","Cerrado","Parcial","Artículos de Revistas  , Libros Electrónicos  ,...","Más información"
"Syntax","Cerrado","Parcial","Revistas","Más información"
"Syntax a Journal of Theorical, Experimental, and Interdisciplinary Research","Cerrado","Completo","Revistas","415.05/S978 Más información"
"Syntax and semantics","Cerrado","Completo","Revistas","410.5/S993 Más información"
"Synthese","Cerrado","Completo","Revistas","Más información"
"Tablas de contenido y revistas en texto completo","Cerrado","Parcial","Revistas","Más información"
"Target International Journal of Translation Studies","Cerrado","Parcial","Revistas","418.151/T185 Más información"
"Taylor & Francis (Recurso contratado por CONRICyT)","Cerrado","Completo","Revistas","Más información"
"Terminology","Cerrado","Parcial","Revistas","418.05/T3191 Más información"
"Tesis COLMEX","Abierto","Completo","Biblioteca Digital","Más información"
"Text & talk an interdisciplinary journal of language, discourse and communication studies","Cerrado","Completo","Revistas","808.005/T355 Más información"
"The ARTFL Project","Abierto","Referencia","Diccionarios","Más información"
"The Classical Quarterly","Cerrado","Parcial","Revistas","405/C614 Más información"
"The International Journal of Speech Language and the Law","Cerrado","Parcial","Revistas","401/F715 Más información"
"The Language and Ecology Research Forum","Abierto","Completo","Fotografías  , Bibliografía","Más información"
"The Linguist List","Abierto","Referencia","Guías  , Bibliografía","Más información"
"The Linguist: Journal of the Institute of Linguists","Abierto","No Aplica","Revistas","405/In36 Más información"
"The Linguistic Review","Cerrado","Parcial","Revistas","405/L7556 Más información"
"The Michigan Corpus of Upper-level Student Papers (MICUSP)","Abierto","Referencia","Corpus","Más información"
"The Modern Language Association Language Map : A Map of Languages in the United States","Abierto","Referencia","Estadísticas  , Mapas","Más información"
"The Modern Language Review","Cerrado","Completo","Revistas","405/M689 Más información"
"The New York Book Review","Cerrado","Parcial","Reseñas","FOL/028.105/N532 Más información"
"The Online Books Page","Cerrado","Parcial","Biblioteca Digital","Más información"
"The Sounds of Spanish","Abierto","Parcial","Videos","Más información"
"The Year's Work in Modern Language Studies","Cerrado","Completo","Revistas","405.8/Y39 Más información"
"Traduire","Cerrado","Completo","Revistas","410.5/T763 Más información"
"Translation Review","Cerrado","Parcial","Revistas","410.15105/T772 Más información"
"UNdata","Abierto","Completo","Información Geográfica  , Estadísticas","Más información"
"VARILEX. Variación léxica del español en el mundo","Abierto","Completo","Documentos de Trabajo","Más información"
"Verba. Anuario Galego de Filoloxía","Abierto","Completo","Revistas","405/V477 Más información"
"Washington Post, The","Abierto","Parcial","Periódicos","Más información"
"Web Clásica. Biblioteca Clásica de la Real Academia Española","Abierto","Parcial","Biblioteca Digital","Más información"
"Web of science","Cerrado","Referencia","Revistas  , Reseñas","Más información"
"Wiley InterScience","Cerrado","Completo","Revistas  , Reseñas","Más información"
"Wiley Online Library","Cerrado","Completo","Reseñas","Más información"
"Word Journal of the Linguistic Circle of New York","Cerrado","Completo","Revistas","405/W924 Más información"
"Worldcat","Cerrado","Parcial","Catálogos de Bibliotecas","Más información"
"Yearbook for Traditional Music","Cerrado","Completo","Revistas","781.705/Y39 Más información"
"Zeitschrift fur Germanistische Linguistik","Cerrado","Parcial","Revistas","DEM/430.5/Z48 Más información"
